0.564615,0.459298,1.000000
0.145839,0.961932,0.000000
0.153168,0.694428,0.000000
0.415329,0.753800,0.000000
0.714155,0.605851,0.000000
0.960568,0.871695,0.000000
0.600298,0.064196,1.000000
0.853151,0.070944,1.000000
0.480030,0.638525,0.000000
0.566749,0.257222,1.000000
0.831608,0.594910,0.000000
0.391477,0.018146,0.000000
0.924502,0.946298,0.000000
0.211133,0.315909,0.000000
0.738328,0.721244,0.000000
0.997151,0.627841,0.000000
0.969786,0.069856,1.000000
0.501455,0.686163,0.000000
0.285720,0.093535,0.000000
0.954216,0.016600,1.000000
0.849044,0.852962,0.000000
0.386903,0.238301,0.000000
0.568178,0.860886,0.000000
0.932873,0.493562,1.000000
0.120661,0.594981,0.000000
0.662428,0.443155,1.000000
0.982347,0.703372,0.000000
0.474413,0.226723,0.000000
0.862559,0.368831,1.000000
0.568759,0.694491,0.000000
0.577715,0.587755,0.000000
0.821855,0.714386,0.000000
0.528792,0.071579,1.000000
0.640618,0.844264,0.000000
0.186251,0.997883,0.000000
0.107217,0.902098,0.000000
0.277428,0.082495,0.000000
0.203251,0.400565,0.000000
0.145054,0.570863,0.000000
0.699301,0.066340,1.000000
0.132814,0.894377,0.000000
0.240044,0.641572,0.000000
0.976883,0.855828,0.000000
0.621709,0.145228,1.000000
0.130352,0.294863,0.000000
0.345719,0.777934,0.000000
0.208079,0.073903,0.000000
0.020951,0.702320,0.000000
0.238810,0.372707,0.000000
0.046745,0.359324,0.000000
0.297783,0.552840,0.000000
0.659180,0.124225,1.000000
0.614838,0.895249,0.000000
0.711275,0.253154,1.000000
0.427391,0.217337,0.000000
0.786810,0.391198,1.000000
0.000861,0.882600,0.000000
0.845969,0.633710,0.000000
0.064223,0.318322,0.000000
0.212658,0.765928,0.000000
0.383223,0.727888,0.000000
0.112053,0.570360,0.000000
0.423023,0.187576,0.000000
0.874281,0.326798,1.000000
0.904807,0.039748,1.000000
0.972712,0.840733,0.000000
0.692973,0.300484,1.000000
0.557486,0.117410,1.000000
0.519704,0.500047,0.000000
0.396590,0.451664,0.000000
0.274959,0.740344,0.000000
0.727526,0.148120,1.000000
0.500750,0.335714,1.000000
0.594338,0.504301,0.000000
0.172199,0.249679,0.000000
0.795798,0.399892,1.000000
0.770905,0.819039,0.000000
0.362487,0.044537,0.000000
0.139183,0.352645,0.000000
0.718742,0.420778,1.000000
0.582582,0.895666,0.000000
0.223449,0.152822,0.000000
0.423814,0.716354,0.000000
0.285169,0.738169,0.000000
0.225998,0.468445,0.000000
0.920832,0.316635,1.000000
0.398930,0.276877,0.000000
0.758148,0.472859,1.000000
0.429790,0.309416,0.000000
0.111010,0.425762,0.000000
0.552016,0.190678,1.000000
0.384662,0.729919,0.000000
0.839781,0.864869,0.000000
0.942382,0.805530,0.000000
0.818989,0.214406,1.000000
0.207856,0.290755,0.000000
0.608183,0.223932,1.000000
0.670384,0.101091,1.000000
0.526804,0.316870,1.000000
0.369389,0.713141,0.000000
0.043819,0.447398,0.000000
0.109188,0.322247,0.000000
0.447589,0.531875,0.000000
0.056388,0.678016,0.000000
0.512810,0.947090,0.000000
0.124038,0.881893,0.000000
0.501178,0.554206,0.000000
0.007653,0.838236,0.000000
0.955475,0.716919,0.000000
0.992074,0.799856,0.000000
0.403768,0.906750,0.000000
0.735519,0.726558,0.000000
0.936572,0.415506,1.000000
0.204335,0.854899,0.000000
0.127008,0.690133,0.000000
0.899365,0.597489,0.000000
0.409903,0.662316,0.000000
0.663139,0.807530,0.000000
0.417867,0.613815,0.000000
0.405351,0.065547,0.000000
0.269754,0.449208,0.000000
0.354514,0.347920,0.000000
0.712383,0.657977,0.000000
0.811104,0.016435,1.000000
0.526951,0.889072,0.000000
0.111337,0.506121,0.000000
0.040833,0.063620,0.000000
0.729322,0.674919,0.000000
0.769439,0.580157,0.000000
